,attack
16640,0
16641,1
16642,1
16643,0
16644,0
16645,1
16646,0
16647,1
16648,1
16649,0
16650,1
16651,0
16652,1
16653,0
16654,1
16655,0
16656,0
16657,0
16658,0
16659,1
16660,1
16661,1
16662,0
16663,1
16664,0
16665,0
16666,1
16667,0
16668,1
16669,0
16670,0
16671,0
16672,0
16673,1
16674,1
16675,1
16676,0
16677,1
16678,0
16679,0
16680,0
16681,0
16682,0
16683,1
16684,1
16685,1
16686,1
16687,0
16688,0
16689,0
16690,0
16691,0
16692,1
16693,0
16694,1
16695,0
16696,1
16697,0
16698,1
16699,1
16700,1
16701,0
16702,0
16703,0
16704,0
16705,0
16706,1
16707,1
16708,1
16709,0
16710,1
16711,0
16712,0
16713,1
16714,1
16715,0
16716,1
16717,0
16718,0
16719,1
16720,1
16721,0
16722,0
16723,1
16724,1
16725,1
16726,0
16727,0
16728,0
16729,1
16730,1
16731,0
16732,1
16733,0
16734,1
16735,1
16736,1
16737,0
16738,0
16739,1
16740,1
16741,0
16742,1
16743,0
16744,0
16745,0
16746,1
16747,1
16748,1
16749,0
16750,0
16751,0
16752,0
16753,0
16754,0
16755,0
16756,0
16757,0
16758,0
16759,0
16760,0
16761,0
16762,1
16763,0
16764,0
16765,0
16766,0
16767,1
16768,0
16769,0
16770,1
16771,0
16772,0
16773,0
16774,0
16775,0
16776,1
16777,0
16778,0
16779,0
16780,0
16781,1
16782,1
16783,0
16784,1
16785,0
16786,1
16787,0
16788,0
16789,0
16790,0
16791,0
16792,0
16793,1
16794,1
16795,0
16796,1
16797,0
16798,1
16799,0
16800,0
16801,0
16802,0
16803,0
16804,0
16805,0
16806,0
16807,0
16808,1
16809,1
16810,0
16811,0
16812,0
16813,0
16814,0
16815,0
16816,1
16817,1
16818,0
16819,1
16820,0
16821,1
16822,0
16823,0
16824,0
16825,1
16826,0
16827,0
16828,0
16829,0
16830,1
16831,0
16832,0
16833,0
16834,0
16835,0
16836,0
16837,0
16838,1
16839,0
16840,0
16841,1
16842,1
16843,0
16844,0
16845,0
16846,1
16847,0
16848,0
16849,0
16850,0
16851,1
16852,1
16853,0
16854,1
16855,0
16856,0
16857,1
16858,0
16859,1
16860,1
16861,0
16862,0
16863,0
16864,1
16865,0
16866,0
16867,1
16868,0
16869,1
16870,0
16871,0
16872,0
16873,0
16874,1
16875,0
16876,0
16877,0
16878,1
16879,0
16880,0
16881,1
16882,1
16883,1
16884,0
16885,0
16886,0
16887,0
16888,0
16889,0
16890,0
16891,1
16892,0
16893,0
16894,0
16895,0
16896,1
16897,0
16898,0
16899,0
16900,0
16901,1
16902,0
16903,1
16904,1
16905,0
16906,1
16907,1
16908,1
16909,0
16910,0
16911,1
16912,0
16913,1
16914,0
16915,0
16916,1
16917,1
16918,1
16919,0
16920,0
16921,0
16922,1
16923,0
16924,1
16925,0
16926,0
16927,1
16928,0
16929,0
16930,1
16931,1
16932,0
16933,0
16934,0
16935,1
16936,0
16937,0
16938,0
16939,0
16940,1
16941,1
16942,0
16943,0
16944,1
16945,0
16946,0
16947,1
16948,1
16949,1
16950,0
16951,0
16952,0
16953,0
16954,0
16955,0
16956,0
16957,1
16958,0
16959,0
16960,1
16961,0
16962,1
16963,1
16964,0
16965,1
16966,0
16967,1
16968,1
16969,0
16970,0
16971,0
16972,0
16973,0
16974,1
16975,0
16976,0
16977,1
16978,1
16979,1
16980,0
16981,1
16982,0
16983,1
16984,1
16985,0
16986,0
16987,0
16988,1
16989,0
16990,0
16991,0
16992,0
16993,1
16994,0
16995,0
16996,0
16997,1
16998,0
16999,0
17000,0
17001,1
17002,0
17003,0
17004,0
17005,1
17006,0
17007,0
17008,0
17009,1
17010,0
17011,1
17012,0
17013,0
17014,0
17015,0
17016,0
17017,1
17018,1
17019,1
17020,0
17021,0
17022,0
17023,0
17024,0
17025,0
17026,0
17027,0
17028,1
17029,1
17030,0
17031,0
17032,1
17033,1
17034,0
17035,1
17036,1
17037,0
17038,0
17039,1
17040,0
17041,0
17042,1
17043,0
17044,0
17045,0
17046,0
17047,0
17048,0
17049,0
17050,0
17051,0
17052,0
17053,1
17054,0
17055,0
17056,1
17057,1
17058,1
17059,0
17060,0
17061,0
17062,1
17063,1
17064,0
17065,0
17066,0
17067,0
17068,0
17069,0
17070,0
17071,0
17072,0
17073,0
17074,0
17075,0
17076,0
17077,1
17078,0
17079,1
17080,0
17081,0
17082,0
17083,0
17084,0
17085,1
17086,0
17087,1
17088,1
17089,0
17090,0
17091,0
17092,0
17093,0
17094,0
17095,1
17096,0
17097,0
17098,0
17099,1
17100,1
17101,1
17102,0
17103,0
17104,1
17105,1
17106,0
17107,0
17108,1
17109,0
17110,0
17111,0
17112,0
17113,0
17114,0
17115,0
17116,0
17117,0
17118,0
17119,0
17120,1
17121,1
17122,1
17123,0
17124,1
17125,0
17126,1
17127,0
17128,0
17129,1
17130,0
17131,0
17132,0
17133,1
17134,0
17135,1
17136,1
17137,0
17138,0
17139,0
17140,0
17141,0
17142,0
17143,1
17144,1
17145,0
17146,0
17147,0
17148,0
17149,0
17150,1
17151,0
17152,1
17153,0
17154,1
17155,0
17156,0
17157,0
17158,1
17159,1
17160,0
17161,0
17162,1
17163,1
17164,1
17165,0
17166,0
17167,1
17168,1
17169,0
17170,0
17171,1
17172,1
17173,0
17174,0
17175,1
17176,0
17177,1
17178,0
17179,0
17180,0
17181,0
17182,0
17183,0
17184,1
17185,0
17186,0
17187,1
17188,0
17189,0
17190,1
17191,0
17192,0
17193,0
17194,0
17195,0
17196,1
17197,1
17198,1
17199,0
17200,1
17201,0
17202,0
17203,0
17204,1
17205,0
17206,0
17207,0
17208,0
17209,0
17210,0
17211,0
17212,1
17213,1
17214,1
17215,1
17216,0
17217,1
17218,0
17219,1
17220,0
17221,0
17222,0
17223,1
17224,0
17225,0
17226,1
17227,1
17228,1
17229,0
17230,0
17231,0
17232,1
17233,0
17234,1
17235,0
17236,0
17237,0
17238,0
17239,0
17240,0
17241,0
17242,1
17243,1
17244,0
17245,0
17246,1
17247,1
17248,0
17249,0
17250,0
17251,1
17252,0
17253,0
17254,1
17255,0
17256,0
17257,0
17258,0
17259,0
17260,0
17261,0
17262,1
17263,0
17264,1
17265,0
17266,0
17267,0
17268,0
17269,1
17270,0
17271,0
17272,0
17273,0
17274,1
17275,0
17276,0
17277,1
17278,1
17279,1
17280,1
17281,0
17282,0
17283,0
17284,0
17285,0
17286,0
17287,0
17288,1
17289,1
17290,0
17291,0
17292,1
17293,0
17294,0
17295,1
17296,0
17297,0
17298,0
17299,0
17300,1
17301,0
17302,0
17303,1
17304,0
17305,0
17306,1
17307,1
17308,0
17309,0
17310,1
17311,0
17312,1
17313,1
17314,0
17315,1
17316,0
17317,1
17318,0
17319,0
17320,1
17321,0
17322,1
17323,0
17324,1
17325,0
17326,0
17327,1
17328,1
17329,0
17330,0
17331,1
17332,0
17333,0
17334,1
17335,1
17336,1
17337,1
17338,0
17339,0
17340,1
17341,1
17342,0
17343,1
17344,1
17345,0
17346,1
17347,0
17348,1
17349,1
17350,0
17351,0
17352,0
17353,0
17354,1
17355,0
17356,0
17357,1
17358,0
17359,0
17360,0
17361,1
17362,0
17363,0
17364,1
17365,0
17366,0
17367,1
17368,0
17369,0
17370,0
17371,0
17372,0
17373,0
17374,0
17375,0
17376,0
17377,0
17378,0
17379,0
17380,1
17381,1
17382,0
17383,1
17384,1
17385,0
17386,0
17387,1
17388,0
17389,0
17390,0
17391,0
17392,1
17393,0
17394,0
17395,0
17396,0
17397,0
17398,0
17399,0
17400,0
17401,0
17402,0
17403,0
17404,0
17405,0
17406,0
17407,1
17408,1
17409,0
17410,1
17411,1
17412,0
17413,0
17414,1
17415,0
17416,0
17417,1
17418,0
17419,0
17420,0
17421,0
17422,0
17423,0
17424,1
17425,1
17426,0
17427,1
17428,1
17429,1
17430,0
17431,0
17432,0
17433,1
17434,1
17435,0
17436,1
17437,1
17438,1
17439,1
17440,0
17441,1
17442,0
17443,0
17444,0
17445,1
17446,0
17447,0
17448,1
17449,0
17450,0
17451,0
17452,1
17453,0
17454,0
17455,0
17456,1
17457,0
17458,0
17459,0
17460,0
17461,0
17462,0
17463,0
17464,0
17465,0
17466,1
17467,0
17468,0
17469,0
17470,1
17471,1
17472,0
17473,0
17474,0
17475,1
17476,0
17477,0
17478,1
17479,1
17480,0
17481,0
17482,0
17483,0
17484,1
17485,0
17486,0
17487,0
17488,1
17489,0
17490,1
17491,1
17492,0
17493,0
17494,0
17495,1
17496,0
17497,1
17498,0
17499,0
17500,0
17501,0
17502,1
17503,1
17504,0
17505,1
17506,1
17507,0
17508,1
17509,1
17510,0
17511,0
17512,0
17513,0
17514,1
17515,0
17516,0
17517,0
17518,0
17519,1
17520,0
17521,1
17522,0
17523,0
17524,1
17525,0
17526,0
17527,0
17528,1
17529,0
17530,1
17531,0
17532,0
17533,0
17534,1
17535,0
17536,1
17537,1
17538,0
17539,0
17540,0
17541,0
17542,0
17543,0
17544,0
17545,0
17546,1
17547,0
17548,1
17549,1
17550,0
17551,0
17552,0
17553,1
17554,0
17555,0
17556,0
17557,0
17558,0
17559,1
17560,0
17561,1
17562,1
17563,0
17564,1
17565,0
17566,0
17567,1
17568,0
17569,0
17570,0
17571,0
17572,0
17573,0
17574,0
17575,1
17576,0
17577,1
17578,0
17579,0
17580,1
17581,1
17582,1
17583,1
17584,1
17585,1
17586,0
17587,1
17588,1
17589,1
17590,0
17591,1
17592,1
17593,1
17594,1
17595,1
17596,1
17597,1
17598,0
17599,0
17600,1
17601,1
17602,0
17603,0
17604,1
17605,1
17606,0
17607,1
17608,1
17609,0
17610,1
17611,0
17612,0
17613,1
17614,0
17615,0
17616,0
17617,0
17618,1
17619,0
17620,1
17621,0
17622,1
17623,1
17624,0
17625,0
17626,0
17627,0
17628,0
17629,1
17630,0
17631,0
17632,1
17633,0
17634,1
17635,1
17636,0
17637,0
17638,0
17639,0
17640,1
17641,0
17642,1
17643,0
17644,0
17645,0
17646,1
17647,0
17648,0
17649,0
17650,1
17651,1
17652,0
17653,0
17654,0
17655,1
17656,0
17657,0
17658,0
17659,1
17660,0
17661,0
17662,0
17663,0
17664,1
17665,1
17666,1
17667,0
17668,0
17669,0
17670,0
17671,1
17672,0
17673,0
17674,1
17675,0
17676,0
17677,1
17678,0
17679,1
17680,1
17681,1
17682,0
17683,0
17684,0
17685,0
17686,0
17687,0
17688,0
17689,1
17690,0
17691,1
17692,0
17693,0
17694,0
17695,1
17696,1
17697,0
17698,1
17699,1
17700,1
17701,1
17702,0
17703,1
17704,0
17705,0
17706,0
17707,0
17708,0
17709,0
17710,0
17711,1
17712,0
17713,1
17714,0
17715,0
17716,1
17717,0
17718,0
17719,0
17720,0
17721,0
17722,0
17723,1
17724,0
17725,1
17726,0
17727,0
17728,0
17729,1
17730,0
17731,0
17732,0
17733,1
17734,1
17735,0
17736,0
17737,1
17738,0
17739,1
17740,1
17741,0
17742,0
17743,0
17744,1
17745,0
17746,1
17747,0
17748,1
17749,0
17750,0
17751,1
17752,0
17753,0
17754,0
17755,1
17756,1
17757,1
17758,0
17759,1
17760,0
17761,0
17762,1
17763,0
17764,0
17765,0
17766,0
17767,1
17768,0
17769,0
17770,0
17771,0
17772,0
17773,0
17774,0
17775,0
17776,1
17777,0
17778,1
17779,1
17780,0
17781,0
17782,1
17783,0
17784,0
17785,1
17786,0
17787,0
17788,1
17789,0
17790,0
17791,1
17792,1
17793,1
17794,1
17795,1
17796,1
17797,1
17798,0
17799,0
17800,1
17801,0
17802,0
17803,0
17804,1
17805,0
17806,0
17807,0
17808,0
17809,1
17810,0
17811,0
17812,0
17813,0
17814,1
17815,1
17816,0
17817,0
17818,0
17819,1
17820,0
17821,0
17822,1
17823,1
17824,1
17825,0
17826,0
17827,0
17828,0
17829,1
17830,1
17831,0
17832,0
17833,1
17834,0
17835,1
17836,0
17837,0
17838,0
17839,0
17840,0
17841,0
17842,0
17843,0
17844,1
17845,0
17846,0
17847,0
17848,0
17849,1
17850,0
17851,0
17852,1
17853,0
17854,0
17855,0
17856,0
17857,0
17858,0
17859,1
17860,0
17861,1
17862,0
17863,0
17864,1
17865,0
17866,0
17867,0
17868,1
17869,1
17870,1
17871,1
17872,0
17873,0
17874,1
17875,1
17876,1
17877,0
17878,0
17879,1
17880,0
17881,1
17882,0
17883,1
17884,1
17885,1
17886,0
17887,1
17888,1
17889,0
17890,0
17891,0
17892,1
17893,1
17894,1
17895,1
17896,1
17897,1
17898,1
17899,1
17900,1
17901,0
17902,0
17903,0
17904,1
17905,1
17906,1
17907,0
17908,0
17909,0
17910,0
17911,0
17912,0
17913,0
17914,0
17915,0
17916,0
17917,0
17918,0
17919,0
17920,0
17921,1
17922,0
17923,0
17924,1
17925,0
17926,0
17927,0
17928,1
17929,1
17930,0
17931,0
17932,0
17933,0
17934,0
17935,0
17936,0
17937,1
17938,0
17939,1
17940,0
17941,0
17942,0
17943,0
17944,0
17945,0
17946,1
17947,0
17948,0
17949,0
17950,1
17951,0
17952,1
17953,0
17954,0
17955,0
17956,1
17957,1
17958,1
17959,0
17960,0
17961,0
17962,1
17963,0
17964,0
17965,1
17966,1
17967,0
17968,0
17969,0
17970,0
17971,1
17972,1
17973,0
17974,1
17975,1
17976,1
17977,0
17978,0
17979,0
17980,0
17981,0
17982,0
17983,1
17984,1
17985,1
17986,1
17987,0
17988,0
17989,1
17990,0
17991,1
17992,0
17993,0
17994,1
17995,1
17996,0
17997,0
17998,0
17999,1
18000,0
18001,0
18002,0
18003,0
18004,0
18005,0
18006,0
18007,0
18008,1
18009,1
18010,1
18011,0
18012,1
18013,1
18014,0
18015,1
18016,0
18017,0
18018,0
18019,0
18020,0
18021,1
18022,1
18023,1
18024,1
18025,0
18026,1
18027,0
18028,1
18029,0
18030,0
18031,0
18032,1
18033,1
18034,1
18035,0
18036,0
18037,0
18038,0
18039,1
18040,0
18041,0
18042,0
18043,0
18044,1
18045,0
18046,0
18047,0
18048,0
18049,0
18050,1
18051,1
18052,0
18053,1
18054,1
18055,0
18056,1
18057,0
18058,0
18059,0
18060,0
18061,0
18062,1
18063,0
18064,1
18065,0
18066,0
18067,1
18068,0
18069,1
18070,0
18071,0
18072,1
18073,0
18074,0
18075,0
18076,0
18077,1
18078,0
18079,1
18080,0
18081,1
18082,0
18083,0
18084,1
18085,1
18086,1
18087,1
18088,0
18089,0
18090,1
18091,0
18092,0
18093,1
18094,0
18095,0
18096,1
18097,0
18098,0
18099,0
18100,0
18101,1
18102,0
18103,0
18104,0
18105,0
18106,0
18107,1
18108,1
18109,0
18110,1
18111,0
18112,1
18113,0
18114,0
18115,0
18116,1
18117,1
18118,1
18119,0
18120,0
18121,0
18122,1
18123,1
18124,0
18125,0
18126,0
18127,0
18128,1
18129,1
18130,0
18131,0
18132,1
18133,0
18134,1
18135,0
18136,1
18137,0
18138,1
18139,0
18140,0
18141,0
18142,1
18143,0
18144,1
18145,0
18146,0
18147,1
18148,0
18149,0
18150,0
18151,1
18152,0
18153,0
18154,1
18155,0
18156,1
18157,0
18158,0
18159,0
18160,0
18161,0
18162,1
18163,0
18164,0
18165,1
18166,1
18167,1
18168,0
18169,0
18170,1
18171,1
18172,1
18173,0
18174,1
18175,0
18176,0
18177,0
18178,1
18179,0
18180,0
18181,0
18182,1
18183,0
18184,0
18185,0
18186,0
18187,0
18188,0
18189,1
18190,0
18191,0
18192,0
18193,0
18194,1
18195,0
18196,0
18197,0
18198,1
18199,0
18200,1
18201,1
18202,1
18203,0
18204,0
18205,0
18206,1
18207,1
18208,0
18209,0
18210,0
18211,0
18212,1
18213,1
18214,0
18215,0
18216,0
18217,1
18218,0
18219,1
18220,1
18221,1
18222,0
18223,1
18224,1
18225,0
18226,0
18227,1
18228,0
18229,0
18230,0
18231,0
18232,0
18233,0
18234,0
18235,1
18236,0
18237,1
18238,1
18239,1
18240,0
18241,1
18242,0
18243,1
18244,0
18245,0
18246,0
18247,1
18248,0
18249,0
18250,0
18251,1
18252,0
18253,0
18254,0
18255,0
18256,0
18257,1
18258,0
18259,0
18260,0
18261,1
18262,0
18263,1
18264,0
18265,0
18266,0
18267,0
18268,1
18269,0
18270,1
18271,1
18272,0
18273,1
18274,0
18275,0
18276,1
18277,1
18278,0
18279,0
18280,0
18281,1
18282,0
18283,0
18284,1
18285,1
18286,0
18287,0
18288,0
18289,1
18290,1
18291,1
18292,0
18293,1
18294,0
18295,1
18296,0
18297,0
18298,1
18299,1
18300,0
18301,1
18302,0
18303,1
18304,1
18305,0
18306,1
18307,1
18308,1
18309,0
18310,0
18311,0
18312,1
18313,0
18314,0
18315,0
18316,1
18317,0
18318,1
18319,0
18320,1
18321,0
18322,1
18323,0
18324,0
18325,0
18326,0
18327,0
18328,1
18329,1
18330,1
18331,1
18332,0
18333,1
18334,0
18335,1
18336,0
18337,0
18338,0
18339,0
18340,1
18341,1
18342,1
18343,1
18344,1
18345,0
18346,0
18347,1
18348,0
18349,1
18350,0
18351,1
18352,1
18353,1
18354,0
18355,0
18356,1
18357,0
18358,0
18359,1
18360,0
18361,1
18362,0
18363,0
18364,1
18365,0
18366,1
18367,0
18368,0
18369,0
18370,0
18371,0
18372,0
18373,0
18374,1
18375,0
18376,0
18377,1
18378,1
18379,0
18380,0
18381,1
18382,0
18383,0
18384,1
18385,1
18386,0
18387,0
18388,1
18389,0
18390,0
18391,0
18392,1
18393,1
18394,0
18395,1
18396,0
18397,0
18398,0
18399,1
18400,1
18401,0
18402,0
18403,1
18404,0
18405,1
18406,0
18407,1
18408,0
18409,0
18410,1
18411,1
18412,0
18413,1
18414,0
18415,1
18416,0
18417,0
18418,0
18419,0
18420,1
18421,0
18422,1
18423,0
18424,0
18425,0
18426,1
18427,1
18428,0
18429,0
18430,0
18431,1
18432,1
18433,1
18434,0
18435,1
18436,1
18437,1
18438,1
18439,0
18440,0
18441,1
18442,0
18443,0
18444,0
18445,1
18446,1
18447,0
18448,1
18449,0
18450,0
18451,0
18452,0
18453,0
18454,0
18455,0
18456,0
18457,0
18458,1
18459,0
18460,0
18461,0
18462,0
18463,0
18464,1
18465,0
18466,0
18467,1
18468,1
18469,1
18470,1
18471,1
18472,0
18473,1
18474,0
18475,0
18476,0
18477,1
18478,0
18479,1
18480,1
18481,1
18482,0
18483,1
18484,0
18485,0
18486,1
18487,0
18488,0
18489,0
18490,1
18491,0
18492,1
18493,1
18494,0
18495,0
18496,1
18497,0
18498,1
18499,0
18500,0
18501,0
18502,0
18503,1
18504,0
18505,0
18506,0
18507,0
18508,0
18509,0
18510,1
18511,1
18512,1
18513,1
18514,1
18515,1
18516,1
18517,0
18518,0
18519,0
18520,0
18521,0
18522,1
18523,0
18524,0
18525,0
18526,0
18527,0
18528,0
18529,0
18530,0
18531,1
18532,0
18533,0
18534,0
18535,1
18536,0
18537,0
18538,0
18539,1
18540,0
18541,1
18542,0
18543,0
18544,1
18545,0
18546,0
18547,0
18548,1
18549,0
18550,1
18551,0
18552,0
18553,0
18554,0
18555,1
18556,0
18557,0
18558,0
18559,0
18560,0
18561,1
18562,0
18563,0
18564,1
18565,0
18566,1
18567,0
18568,0
18569,0
18570,1
18571,1
18572,1
18573,1
18574,1
18575,0
18576,0
18577,1
18578,0
18579,1
18580,1
18581,0
18582,1
18583,0
18584,0
18585,1
18586,0
18587,0
18588,0
18589,1
18590,1
18591,0
18592,0
18593,1
18594,0
18595,1
18596,1
18597,1
18598,1
18599,0
18600,0
18601,0
18602,1
18603,0
18604,0
18605,1
18606,1
18607,1
18608,1
18609,0
18610,0
18611,1
18612,0
18613,1
18614,0
18615,1
18616,1
18617,0
18618,0
18619,0
18620,1
18621,1
18622,0
18623,0
18624,0
18625,0
18626,1
18627,1
18628,0
18629,0
18630,1
18631,0
18632,0
18633,0
18634,0
18635,0
18636,0
18637,1
18638,0
18639,1
18640,0
18641,1
18642,1
18643,1
18644,0
18645,0
18646,0
18647,0
18648,0
18649,0
18650,1
18651,0
18652,0
18653,1
18654,1
18655,1
18656,1
18657,1
18658,1
18659,1
18660,0
18661,1
18662,0
18663,1
18664,1
18665,0
18666,1
18667,0
18668,1
18669,1
18670,1
18671,1
18672,1
18673,1
18674,0
18675,1
18676,0
18677,0
18678,0
18679,1
18680,0
18681,0
18682,0
18683,0
18684,0
18685,1
18686,0
18687,0
18688,0
18689,0
18690,0
18691,0
18692,0
18693,0
18694,0
18695,1
18696,1
18697,1
18698,0
18699,1
18700,1
18701,0
18702,0
18703,0
18704,0
18705,0
18706,0
18707,0
18708,0
18709,1
18710,1
18711,0
18712,0
18713,0
18714,0
18715,0
18716,1
18717,0
18718,0
18719,0
18720,0
18721,0
18722,1
18723,1
18724,1
18725,0
18726,0
18727,1
18728,0
18729,0
18730,0
18731,1
18732,0
18733,0
18734,1
18735,0
18736,0
18737,1
18738,0
18739,1
18740,0
18741,0
18742,1
18743,0
18744,0
18745,1
18746,0
18747,0
18748,0
18749,1
18750,1
18751,0
18752,0
18753,0
18754,0
18755,0
18756,1
18757,0
18758,0
18759,0
18760,0
18761,1
18762,1
18763,1
18764,0
18765,0
18766,0
18767,1
18768,0
18769,0
18770,0
18771,0
18772,1
18773,0
18774,1
18775,0
18776,0
18777,0
18778,0
18779,0
18780,0
18781,0
18782,0
18783,0
18784,0
18785,0
18786,0
18787,0
18788,0
18789,0
18790,0
18791,0
18792,0
18793,0
18794,0
18795,0
18796,0
18797,1
18798,0
18799,0
18800,0
18801,1
18802,0
18803,1
18804,1
18805,1
18806,1
18807,1
18808,1
18809,1
18810,0
18811,1
18812,1
18813,0
18814,0
18815,0
18816,1
18817,1
18818,0
18819,0
18820,0
18821,1
18822,0
18823,0
18824,0
18825,1
18826,1
18827,0
18828,0
18829,0
18830,0
18831,0
18832,0
18833,1
18834,0
18835,1
18836,1
18837,1
18838,1
18839,1
18840,0
18841,1
18842,0
18843,0
18844,0
18845,0
18846,1
18847,0
18848,1
18849,1
18850,1
18851,0
18852,0
18853,0
18854,1
18855,0
18856,1
18857,0
18858,1
18859,0
18860,1
18861,0
18862,0
18863,0
18864,0
18865,0
18866,0
18867,0
18868,1
18869,0
18870,0
18871,0
18872,1
18873,1
18874,0
18875,1
18876,0
18877,0
18878,0
18879,0
18880,1
18881,1
18882,0
18883,0
18884,1
18885,1
18886,0
18887,0
18888,0
18889,0
18890,1
18891,1
18892,0
18893,0
18894,1
18895,0
18896,0
18897,1
18898,0
18899,0
18900,1
18901,1
18902,0
18903,0
18904,0
18905,0
18906,1
18907,1
18908,1
18909,1
18910,1
18911,0
18912,0
18913,0
18914,0
18915,1
18916,0
18917,0
18918,1
18919,1
18920,1
18921,1
18922,0
18923,1
18924,0
18925,0
18926,0
18927,1
18928,0
18929,0
18930,0
18931,0
18932,0
18933,1
18934,0
18935,0
18936,1
18937,1
18938,0
18939,0
18940,1
18941,0
18942,1
18943,0
18944,1
18945,0
18946,0
18947,0
18948,0
18949,0
18950,1
18951,1
18952,0
18953,1
18954,0
18955,1
18956,0
18957,0
18958,0
18959,1
18960,1
18961,0
18962,1
18963,0
18964,0
18965,0
18966,1
18967,1
18968,0
18969,1
18970,0
18971,1
18972,1
18973,0
18974,0
18975,0
18976,1
18977,0
18978,1
18979,0
18980,0
18981,0
18982,0
18983,0
18984,0
18985,0
18986,1
18987,0
18988,1
18989,0
18990,0
18991,1
18992,1
18993,1
18994,0
18995,1
18996,1
18997,0
18998,0
18999,0
19000,0
19001,0
19002,1
19003,1
19004,0
19005,0
19006,0
19007,1
19008,0
19009,0
19010,0
19011,1
19012,0
19013,0
19014,1
19015,1
19016,0
19017,1
19018,0
19019,0
19020,1
19021,0
19022,0
19023,0
19024,0
19025,1
19026,1
19027,1
19028,1
19029,0
19030,1
19031,0
19032,1
19033,0
19034,1
19035,1
19036,1
19037,0
19038,0
19039,0
19040,0
19041,1
19042,0
19043,0
19044,0
19045,0
19046,0
19047,1
19048,0
19049,0
19050,0
19051,1
19052,0
19053,1
19054,0
19055,0
19056,0
19057,0
19058,0
19059,1
19060,0
19061,0
19062,1
19063,0
19064,0
19065,0
19066,0
19067,0
19068,1
19069,0
19070,0
19071,1
19072,1
19073,0
19074,1
19075,0
19076,0
19077,1
19078,1
19079,0
19080,0
19081,0
19082,0
19083,1
19084,1
19085,0
19086,0
19087,1
19088,1
19089,0
19090,0
19091,1
19092,1
19093,0
19094,0
19095,0
19096,0
19097,0
19098,1
19099,0
19100,0
19101,0
19102,0
19103,0
19104,0
19105,1
19106,1
19107,0
19108,1
19109,1
19110,1
19111,0
19112,0
19113,1
19114,1
19115,0
19116,0
19117,1
19118,0
19119,0
19120,0
19121,1
19122,0
19123,1
19124,0
19125,0
19126,0
19127,0
19128,0
19129,0
19130,1
19131,0
19132,0
19133,1
19134,0
19135,1
19136,0
19137,1
19138,0
19139,0
19140,0
19141,1
19142,0
19143,0
19144,1
19145,1
19146,0
19147,0
19148,1
19149,1
19150,1
19151,0
19152,0
19153,1
19154,0
19155,0
19156,1
19157,0
19158,0
19159,0
19160,0
19161,0
19162,0
19163,1
19164,0
19165,1
19166,0
19167,1
19168,1
19169,0
19170,0
19171,0
19172,0
19173,0
19174,0
19175,0
19176,0
19177,1
19178,1
19179,1
19180,0
19181,0
19182,1
19183,0
19184,1
19185,0
19186,0
19187,1
19188,1
19189,0
19190,1
19191,0
19192,0
19193,0
19194,0
19195,0
19196,0
19197,1
19198,1
19199,0
19200,0
19201,0
19202,0
19203,0
19204,0
19205,0
19206,0
19207,1
19208,0
19209,0
19210,1
19211,0
19212,0
19213,1
19214,1
19215,1
19216,1
19217,1
19218,0
19219,1
19220,1
19221,1
19222,0
19223,0
19224,1
19225,1
19226,1
19227,1
19228,1
19229,0
19230,1
19231,1
19232,0
19233,1
19234,0
19235,0
19236,0
19237,0
19238,0
19239,1
19240,0
19241,0
19242,0
19243,0
19244,1
19245,1
19246,0
19247,0
19248,0
19249,0
19250,1
19251,1
19252,0
19253,0
19254,0
19255,0
19256,1
19257,1
19258,1
19259,1
19260,1
19261,1
19262,0
19263,0
19264,0
19265,0
19266,1
19267,0
19268,0
19269,0
19270,1
19271,1
19272,0
19273,0
19274,0
19275,0
19276,1
19277,1
19278,1
19279,0
19280,0
19281,1
19282,1
19283,0
19284,0
19285,0
19286,0
19287,0
19288,1
19289,0
19290,1
19291,1
19292,0
19293,0
19294,1
19295,1
19296,0
19297,0
19298,0
19299,0
19300,0
19301,0
19302,1
19303,0
19304,1
19305,1
19306,0
19307,0
19308,1
19309,1
19310,0
19311,0
19312,0
19313,1
19314,0
19315,0
19316,0
19317,0
19318,0
19319,0
19320,0
19321,1
19322,0
19323,1
19324,0
19325,1
19326,0
19327,0
19328,0
19329,1
19330,0
19331,0
19332,0
19333,1
19334,0
19335,1
19336,0
19337,1
19338,0
19339,1
19340,0
19341,1
19342,1
19343,0
19344,0
19345,1
19346,0
19347,1
19348,1
19349,0
19350,0
19351,0
19352,0
19353,0
19354,0
19355,1
19356,0
19357,0
19358,0
19359,0
19360,1
19361,0
19362,0
19363,1
19364,1
19365,0
19366,0
19367,1
19368,0
19369,1
19370,0
19371,0
19372,0
19373,1
19374,0
19375,1
19376,0
19377,1
19378,1
19379,1
19380,0
19381,0
19382,0
19383,0
19384,1
19385,0
19386,1
19387,0
19388,0
19389,0
19390,1
19391,0
19392,0
19393,1
19394,1
19395,0
19396,0
19397,0
19398,0
19399,0
19400,0
19401,1
19402,1
19403,0
19404,0
19405,0
19406,1
19407,0
19408,1
19409,0
19410,0
19411,0
19412,1
19413,1
19414,0
19415,0
19416,0
19417,1
19418,0
19419,0
19420,0
19421,0
19422,1
19423,1
19424,1
19425,0
19426,0
19427,0
19428,1
19429,1
19430,0
19431,0
19432,1
19433,1
19434,0
19435,0
19436,1
19437,1
19438,1
